            XPD             Pallet modular con collares (80cms Pallet tamaño estándar de dimensiones 80                                                                                     7/26/2017                                                                  
            XPE             Pallet modular con collares (80cms Pallet tamaño estándar de dimensiones 80                                                                                     7/26/2017                                                                  
            XPF             Corral                             Pequeño recinto abierto para retener anim                                                                                    7/26/2017                                                                  
            XPG             Placa                                                                                                                                                           7/26/2017                                                                  
            XPH             Cantaro                                                                                                                                                         7/26/2017                                                                  
            XPI             Pleca                                                                                                                                                           7/26/2017                                                                  
            XPJ             Canastilla                                                                                                                                                      7/26/2017                                                                  
            XPK             Paquete                            Unidad de empaque estándar.                                                                                                  7/26/2017                                                                  
            XPL             Balde                                                                                                                                                           7/26/2017                                                                  
            XPN             Tablón                                                                                                                                                          7/26/2017                                                                  
            XPO             Bolsa pequeña                                                                                                                                                   7/26/2017                                                                  
            XPR             Contenedor de plástico             Recipiente de contención de plástico para                                                                                    7/26/2017                                                                  
            XPT             Maceta                                                                                                                                                          7/26/2017                                                                  
            XPU             Cacerola                                                                                                                                                        7/26/2017                                                                  
            XPV             Tubos, con fleje/ agrupados/ armado                                                                                                                             7/26/2017                                                                  
            XPX             Pallet                             Plataforma o caja abierta, generalmente d                                                                                    7/26/2017                                                                  
            XPY             Placas con fleje/ agrupados/ armado                                                                                                                             7/26/2017                                                                  
            XPZ             Tablones con fleje/ agrupados/ arma                                                                                                                             7/26/2017                                                                  
            XQA             Tambor de acero con cabeza no desmo                                                                                                                             7/26/2017                                                                  
            XQB             Tambor de  acero con cabeza extraíb                                                                                                                             7/26/2017                                                                  
            XQC             Tambor de aluminio con cabeza no ex                                                                                                                             7/26/2017                                                                  
            XQD             Tambor de aluminio con cabeza extra                                                                                                                             7/26/2017                                                                  
            XQF             Tambor, plástico con cabeza no desm                                                                                                                             7/26/2017                                                                  
            XQG             Tambor, plástico, cabeza extraíble                                                                                                                              7/26/2017                                                                  
            XQH             Barril de madera con tapón                                                                                                                                      7/26/2017                                                                  
            XQJ             Barril de madera con cabeza despren                                                                                                                             7/26/2017                                                                  
            XQK             Bidón de acero con cabeza no desmon                                                                                                                             7/26/2017                                                                  
            XQL             Bidón de acero con cabeza desmontab                                                                                                                             7/26/2017                                                                  
            XQM             Bidón de plástico con cabeza no des                                                                                                                             7/26/2017                                                                  
            XQN             Bidón de plástico con cabeza extraí                                                                                                                             7/26/2017                                                                  
            XQP             Caja de madera natural estándar                                                                                                                                 7/26/2017                                                                  
            XQQ             Caja de madera natural con muros a                                                                                                                              7/26/2017                                                                  
            XQR             Caja de plástico expandida                                                                                                                                      7/26/2017                                                                  
            XQS             Caja de plástico sólida                                                                                                                                         7/26/2017                                                                  
            XRD             Rod                                                                                                                                                             7/26/2017                                                                  
            XRG             Anillo                                                                                                                                                          7/26/2017                                                                  
            XRJ             Estante, Perchero para ropa                                                                                                                                     7/26/2017                                                                  
            XRK             Estante                                                                                                                                                         7/26/2017                                                                  
            XRL             Carrete                            Dispositivo giratorio cilíndrico con un r                                                                                    7/26/2017                                                                  
            XRO             Rollo                                                                                                                                                           7/26/2017                                                                  
            XRT             Red Roja                           Material de confinamiento hecho de redes                                                                                     7/26/2017                                                                  
            XRZ             Varillas  con fleje/ agrupados/ arm                                                                                                                             7/26/2017                                                                  
            XSA             Saco                                                                                                                                                            7/26/2017                                                                  
            XSB             Losa                                                                                                                                                            7/26/2017                                                                  
            XSC             Cajón poco profundo                                                                                                                                             7/26/2017                                                                  
            XSD             Huso                                                                                                                                                            7/26/2017                                                                  
            XSE             Baúl                                                                                                                                                            7/26/2017                                                                  
            XSH             Bolsa pequeña hermética                                                                                                                                         7/26/2017                                                                  
            XSI             Patín                              Una plataforma o plataforma móvil baja pa                                                                                    7/26/2017                                                                  
            XSK             Carcasa esqueleto                                                                                                                                               7/26/2017                                                                  
            XSL             Hoja de deslizamiento              Láminas de plástico duro se utilizan prin                                                                                    7/26/2017                                                                  
            XSM             Hoja de metal                                                                                                                                                   7/26/2017                                                                  
            XSO             Carrete pequeño                    Contenedor de empaque utilizado en el tra                                                                                    7/26/2017                                                                  
            XSP             Hoja de empaque de plástico                                                                                                                                     7/26/2017                                                                  
            XSS             Cajón de acero                                                                                                                                                  7/26/2017                                                                  
            XSU             Maleta                                                                                                                                                          7/26/2017                                                                  
            XSV             Sobre de acero                                                                                                                                                  7/26/2017                                                                  
            XSW             Envoltorio                         Mercancías retenidas en una película de p                                                                                    7/26/2017                                                                  
            XSY             Manga                                                                                                                                                           7/26/2017                                                                  
            XSZ             Hojas  con fleje/ agrupados/ armado                                                                                                                             7/26/2017                                                                  
            XT1             Tableta                            Artículo suelto o sin empaque en forma de                                                                                    7/26/2017                                                                  
            XTB             Tina                                                                                                                                                            7/26/2017                                                                  
            XTC             Caja para té                                                                                                                                                    7/26/2017                                                                  
            XTD             Tubo plegable                                                                                                                                                   7/26/2017                                                                  
            XTG             Contenedor de tanque genérico      Recipiente especialmente construido para                                                                                     7/26/2017                                                                  
            XTI             Tierce                             Barril de 1/6 parte de tonel                                                                                                 7/26/2017                                                                  
            XTK             Tanque rectangular                                                                                                                                              7/26/2017                                                                  
            XTL             Tina con tapa                                                                                                                                                   7/26/2017                                                                  
            XTN             Hojalata                                                                                                                                                        7/26/2017                                                                  
            XTO             Tonel                              Barril con capacidad para 982 litros                                                                                         7/26/2017                                                                  
            XTR             Maletero                                                                                                                                                        7/26/2017                                                                  
            XTS             Estructura                                                                                                                                                      7/26/2017                                                                  
            XTT             Bolsa de mano                      Una gran bolsa o cesto.                                                                                                      7/26/2017                                                                  
            XTU             Tubo                                                                                                                                                            7/26/2017                                                                  
            XTV             Tubo con boquilla                  Tubo de plástico, metal o cartón, provist                                                                                    7/26/2017                                                                  
            XTW             Pallet tricapa                     Una paleta ligera hecha de cartón ondulad                                                                                    7/26/2017                                                                  
            XTY             Tanque cilíndrico                                                                                                                                               7/26/2017                                                                  
            XTZ             Tubos  con fleje/ agrupados/ armado                                                                                                                             7/26/2017                                                                  
            XUC             Sin empaque                                                                                                                                                     7/26/2017                                                                  
            XUN             Unidad                             Tipo de paquete compuesto de un solo artí                                                                                    7/26/2017                                                                  
            XVA             Tanque                                                                                                                                                          7/26/2017                                                                  
            XVG             Tanque de gas (a 1,031 mbar y 15° C                                                                                                                             7/26/2017                                                                  
            XVI             Frasco pequeño                                                                                                                                                  7/26/2017                                                                  
            XVK             Paquete transportable              Tipo de cajón de madera.                                                                                                     7/26/2017                                                                  
            XVL             Contenedor para líquidos a granel                                                                                                                               7/26/2017                                                                  
            XVN             Vehículo                           Medio de transporte autopropulsado.                                                                                          7/26/2017                                                                  
            XVO             Contenedor para sólido de partícula                                                                                                                             7/26/2017                                                                  
            XVP             Envasado al vacío                                                                                                                                               7/26/2017                                                                  
            XVQ             Tanque para Gas licuado (a temperat                                                                                                                             7/26/2017                                                                  
            XVR             Contenedor para sólidos de partícul                                                                                                                             7/26/2017                                                                  
            XVS             Contenedor de chatarra a granel    Chatarra suelta o sin empaquetar transpor                                                                                    7/26/2017                                                                  
            XVY             Contenedor para sólido de partícula                                                                                                                             7/26/2017                                                                  
            XWA             Contenedor de granel intermedio    Recipiente reutilizable hecho de metal, p                                                                                    7/26/2017                                                                  
            XWB             Botella de mimbre                                                                                                                                               7/26/2017                                                                  
            XWC             Contenedor intermedio para gráneles                                                                                                                             7/26/2017                                                                  
            XWD             Contenedor intermedio para gráneles                                                                                                                             7/26/2017                                                                  
            XWF             Contenedor intermedio para gráneles                                                                                                                             7/26/2017                                                                  
            XWG             Contenedor intermedio para gráneles                                                                                                                             7/26/2017                                                                  
            XWH             Contenedor intermedio para gráneles                                                                                                                             7/26/2017                                                                  
            XWJ             Contenedor intermedio para gráneles                                                                                                                             7/26/2017                                                                  
            XWK             Contenedor intermedio para gráneles                                                                                                                             7/26/2017                                                                  
            XWL             Contenedor intermedio para gráneles                                                                                                                             7/26/2017                                                                  
            XWM             Contenedor intermedio para gráneles                                                                                                                             7/26/2017                                                                  
            XWN             Contenedor intermedio para gráneles                                                                                                                             7/26/2017                                                                  
            XWP             Contenedor intermedio para gráneles                                                                                                                             7/26/2017                                                                  
            XWQ             Contenedor intermedio para gráneles                                                                                                                             7/26/2017                                                                  
            XWR             Contenedor intermedio para gráneles                                                                                                                             7/26/2017                                                                  
            XWS             Contenedor intermedio para gráneles                                                                                                                             7/26/2017                                                                  
            XWT             Contenedor intermedio para gráneles                                                                                                                             7/26/2017                                                                  
            XWU             Contenedor intermedio para gráneles                                                                                                                             7/26/2017                                                                  
            XWV             Contenedor intermedio para gráneles                                                                                                                             7/26/2017                                                                  
            XWW             Contenedor intermedio para gráneles                                                                                                                             7/26/2017                                                                  
            XWX             Contenedor intermedio para gráneles                                                                                                                             7/26/2017                                                                  
            XWY             Contenedor intermedio para gráneles                                                                                                                             7/26/2017                                                                  
            XWZ             Contenedor intermedio para gráneles                                                                                                                             7/26/2017                                                                  
            XXA             Bolsa de tejido plástico, sin abrig                                                                                                                             7/26/2017                                                                  
            XXB             Bolsa de tejido plástico a prueba d                                                                                                                             7/26/2017                                                                  
            XXC             Bolsa de tejido plástico resistente                                                                                                                             7/26/2017                                                                  
            XXD             Bolsa con película de plástico                                                                                                                                  7/26/2017                                                                  
            XXF             Bolsa textil sin capa ni forro inte                                                                                                                             7/26/2017                                                                  
            XXG             Bolsa textil a prueba de filtracion                                                                                                                             7/26/2017                                                                  
            XXH             Bolsa textil resistente al agua                                                                                                                                 7/26/2017                                                                  
            XXJ             Bolsa de papel multi-pared                                                                                                                                      7/26/2017                                                                  
            XXK             Bolsa de papel multi-pared, resiste                                                                                                                             7/26/2017                                                                  
            XYA             Empaque compuesto, recipiente de pl                                                                                                                             7/26/2017                                                                  
            XYB             Empaque compuesto, recipiente de pl                                                                                                                             7/26/2017                                                                  
            XYC             Empaque compuesto, recipiente de pl                                                                                                                             7/26/2017                                                                  
            XYD             Empaque compuesto, recipiente de pl                                                                                                                             7/26/2017                                                                  
            XYF             Empaque compuesto, recipiente de pl                                                                                                                             7/26/2017                                                                  
            XYG             Empaque compuesto, recipiente de pl                                                                                                                             7/26/2017                                                                  
            XYH             Empaque compuesto, recipiente de pl                                                                                                                             7/26/2017                                                                  
            XYJ             Empaque compuesto, recipiente de pl                                                                                                                             7/26/2017                                                                  
            XYK             Empaque compuesto, recipiente de pl                                                                                                                             7/26/2017                                                                  
            XYL             Empaque compuesto, recipiente de pl                                                                                                                             7/26/2017                                                                  
            XYM             Empaque compuesto, recipiente de pl                                                                                                                             7/26/2017                                                                  
            XYN             Empaque compuesto, receptáculo de v                                                                                                                             7/26/2017                                                                  
            XYP             Empaque compuesto, receptáculo de v                                                                                                                             7/26/2017                                                                  
            XYQ             Empaque compuesto, recipiente de vi                                                                                                                             7/26/2017                                                                  
            XYR             Empaque compuesto, receptáculo de v                                                                                                                             7/26/2017                                                                  
            XYS             Empaque compuesto, recipiente de vi                                                                                                                             7/26/2017                                                                  
            XYT             Empaque compuesto, recipiente de vi                                                                                                                             7/26/2017                                                                  
            Xyv             Empaque compuesto, recipiente de vi                                                                                                                             7/26/2017                                                                  
            XYW             Empaque compuesto, recipiente de vi                                                                                                                             7/26/2017                                                                  
            XYX             Empaque compuesto, recipiente de vi                                                                                                                             7/26/2017                                                                  
            XYY             Empaque compuesto, recipiente de vi                                                                                                                             7/26/2017                                                                  
            XYZ             Empaque compuesto, recipiente de vi                                                                                                                             7/26/2017                                                                  
            XZA             Contenedor de granel intermedio, pa                                                                                                                             7/26/2017                                                                  
            XZB             Bolsa grande                                                                                                                                                    7/26/2017                                                                  
            XZC             Contenedor intermedio para gráneles                                                                                                                             7/26/2017                                                                  
            XZD             Contenedor intermedio para gráneles                                                                                                                             7/26/2017                                                                  
            XZF             Contenedor intermedio para gráneles                                                                                                                             7/26/2017                                                                  
            XZG             Contenedor intermedio para gráneles                                                                                                                             7/26/2017                                                                  
            XZH             Contenedor intermedio para gráneles                                                                                                                             7/26/2017                                                                  
            XZJ             Contenedor intermedio para gráneles                                                                                                                             7/26/2017                                                                  
            XZK             Contenedor intermedio para gráneles                                                                                                                             7/26/2017                                                                  
            XZL             Contenedor intermedio para gráneles                                                                                                                             7/26/2017                                                                  
            XZM             Contenedor intermedio para gráneles                                                                                                                             7/26/2017                                                                  
            XZN             Contenedor intermedio para gráneles                                                                                                                             7/26/2017                                                                  
            XZP             Contenedor intermedio para gráneles                                                                                                                             7/26/2017                                                                  
            XZQ             Contenedor intermedio para gráneles                                                                                                                             7/26/2017                                                                  
            XZR             Contenedor intermedio para gráneles                                                                                                                             7/26/2017                                                                  
            XZS             Contenedor intermedio para gráneles                                                                                                                             7/26/2017                                                                  
            XZT             Contenedor intermedio para gráneles                                                                                                                             7/26/2017                                                                  
            XZU             Contenedor intermedio para gráneles                                                                                                                             7/26/2017                                                                  
            XZV             Contenedor intermedio para gráneles                                                                                                                             7/26/2017                                                                  
            XZW             Contenedor intermedio para gráneles                                                                                                                             7/26/2017                                                                  
            XZX             Contenedor intermedio para gráneles                                                                                                                             7/26/2017                                                                  
            XZY             Contenedor intermedio para gráneles                                                                                                                             7/26/2017                                                                  
            YDK             Yarda cuadrada                     Es una unidad anglosajona de superficie d                                                                                    1/1/2017                                                                                      yd²                   
            YDQ             Yarda cúbica                                                                                                                                                    1/1/2017                                                                                      yd³                   
